Country,Year,arrivals_from_china,visa_free,peace_index,CPI_destination,perception_score,gdp_china,exchange_rate,CPI_china,RER
Thailand,2017,9846818.0,,2.286,111.2868092,,8979.67653,0.1990847853588493,118.1,0.1875995810571822
Thailand,2018,10625167.0,,2.259,112.4707868,,10085.6638,0.2045482459077365,120.3,0.19123609439570244
Thailand,2019,11138658.0,,2.278,113.26565,,10342.901,0.2225002484555509,123.2,0.2045587278123333
Thailand,2020,1302132.0,,2.245,112.3074938,,10627.4638,0.2206260656481112,126.0,0.19665048015788605
Thailand,2021,26558.0,,2.205,113.68932,,12887.4357,0.2017319057500931,126.9,0.1807309943816562
Thailand,2022,258662.0,,2.098,111.8581486,,12970.6056,0.1919207320795304,129.0,0.16641781215792945
Thailand,2023,3521095.0,,2.061,121.3415403,,12951.1782,0.2034613422004507,129.2,0.19108601125470653
Thailand,2024,6733162.0,,2.048,122.9988296,,13303.1482,0.2038815146186103,129.5,0.19364623687385601
United Kingdom,1995,31000.0,,,73.93194008,,612.680278,,52.8,
United Kingdom,1996,31000.0,,,76.04031811,,713.337388,,58.3,
United Kingdom,1997,29000.0,,,77.71407435,,786.743549,,60.8,
United Kingdom,1998,32000.0,,,79.12890697,,835.095349,,59.9,
United Kingdom,1999,46000.0,,,80.51599778,,881.146614,,58.6,
United Kingdom,2000,41000.0,,,81.4684668,,969.199514,12.52536511069743,58.9,17.324656904562513
United Kingdom,2001,58000.0,,,82.71684853,,1065.40598,11.91526729095738,59.7,16.50910150252236
United Kingdom,2002,64000.0,,,83.97447753,,1163.55958,12.40529158214917,59.0,17.65640473251328
United Kingdom,2003,68000.0,,,85.13038654,,1306.97245,13.514402687467602,60.1,19.142867298524653
United Kingdom,2004,95000.0,,,86.31403736,,1530.92726,15.15397854187264,63.5,20.59844204749344
United Kingdom,2005,95000.0,,,88.11725541,,1777.64497,14.89749969029588,64.8,20.258129400928983
United Kingdom,2006,107276.0,,,90.28111707,,2129.25697,14.668805121581098,65.5,20.21856660241952
United Kingdom,2007,143353.0,,,92.43573146,,2734.7271,15.218549803395648,69.5,20.240831407731164
United Kingdom,2008,107860.0,,1.859,95.69077122,,3523.44302,12.772299752052632,75.1,16.274183935112266
United Kingdom,2009,131138.0,,1.647,97.56796745,,3898.24459,10.641057822063631,74.5,13.935924606935199
United Kingdom,2010,185917.0,,1.631,100.0,,4629.24552,10.460160766910604,100.0,10.460160766910604
United Kingdom,2011,270288.0,,1.631,103.8561124,,5703.76028,10.35503468179818,105.4,10.203355273422485
United Kingdom,2012,301120.0,,1.609,106.5285741,,6405.05742,9.966558739917891,108.2,9.812599734263824
United Kingdom,2013,378003.0,,1.787,108.9698539,,7147.03519,9.611034688219313,110.9,9.44376055728666
United Kingdom,2014,356850.0,,1.798,110.5511374,,7781.06597,10.139377327105262,112.9,9.928429548620535
United Kingdom,2015,526077.0,,1.685,110.9580174,,8175.33285,9.598569087297689,114.4,9.3097744388416
United Kingdom,2016,644635.0,,1.83,112.0769373,,8254.86859,8.965286285529356,116.4,8.632318117696078
United Kingdom,2017,819424.0,,1.786,114.9435916,,8979.67653,8.696399974318766,118.1,8.463974996090998
United Kingdom,2018,859602.0,,1.876,117.5790642,,10085.6638,8.817507529242528,120.3,8.61807384758762
United Kingdom,2019,883073.0,,1.801,119.6227113,,10342.901,8.817592849612655,123.2,8.561561394562979
United Kingdom,2020,,,1.77,120.8063621,,10627.4638,8.851543265202903,126.0,8.48668841936443
United Kingdom,2021,15087.0,,1.658,123.8487146,,12887.4357,8.872384849556617,126.9,8.659050110749419
United Kingdom,2022,46986.0,,1.667,133.6600703,,12970.6056,8.294078354517884,129.0,8.59369841812844
United Kingdom,2023,,,1.693,142.7408914,,12951.1782,8.801190273126663,129.2,9.723604837206729
United Kingdom,2024,,,1.703,147.4107638,,13303.1482,9.196786684117278,129.5,10.46876717846639
United States of America,1995,166520.0,,,69.88282035,,612.680278,,52.8,
United States of America,1996,198759.0,,,71.93122852,,713.337388,,58.3,
United States of America,1997,209609.0,,,73.61275761,,786.743549,,60.8,
United States of America,1998,208930.0,,,74.75543306,,835.095349,,59.9,
United States of America,1999,384086.0,,,76.39110227,,881.146614,,58.6,
United States of America,2000,249441.0,,,78.97072076,,969.199514,8.2784,58.9,11.09934150661433
United States of America,2001,232416.0,,,81.20256846,,1065.40598,8.277,59.7,11.258185245283416
United States of America,2002,225565.0,,,82.49046688,,1163.55958,8.2771,59.0,11.572573617160137
United States of America,2003,157326.0,,,84.36307882,,1306.97245,8.2772,60.1,11.618803261379433
United States of America,2004,202544.0,,,86.62167812,,1530.92726,8.2768,63.5,11.290555991553006
United States of America,2005,270272.0,,,89.56053237,,1777.64497,8.1936,64.8,11.324431759673335
United States of America,2006,320450.0,,,92.44970508,,2129.25697,7.9723,65.5,11.252469981821129
United States of America,2007,397405.0,,,95.08699238,,2734.7271,7.6058,69.5,10.405937361781353
United States of America,2008,492958.0,,2.352,98.73747739,,3523.44302,6.9477,75.1,9.134465667942784
United States of America,2009,524817.0,,2.015,98.38641997,,3898.24459,6.8307,74.5,9.020780119316498
United States of America,2010,801738.0,,2.056,100.0,,4629.24552,6.7696,100.0,6.7696
United States of America,2011,1112287.0,,2.063,103.1568416,,5703.76028,6.463,105.4,6.325452251051233
United States of America,2012,1465503.0,,2.058,105.2915045,,6405.05742,6.3093,108.2,6.139701380238909
United States of America,2013,1872033.0,,2.126,106.8338489,,7147.03519,6.1478,110.9,5.922390768867629
United States of America,2014,2224787.0,,2.137,108.5669321,,7781.06597,6.162,112.9,5.925504301153233
United States of America,2015,2628570.0,,2.038,108.695722,,8175.33285,6.2827,114.4,5.96942843190035
United States of America,2016,3049942.0,,2.154,110.0670089,,8254.86859,6.64,116.4,6.278736590171821
United States of America,2017,3173915.0,,2.232,112.4115573,,8979.67653,6.7569,118.1,6.4314449747702795
United States of America,2018,2991813.0,,2.3,115.1573032,,10085.6638,6.609,120.3,6.326472293007482
United States of America,2019,2829970.0,,2.401,117.2441955,,10342.901,6.9081,123.2,6.574144699135958
United States of America,2020,378080.0,,2.307,118.6905016,,10627.4638,6.9042,126.0,6.503674294815239
United States of America,2021,191776.0,,2.337,124.2664138,,12887.4357,6.4508,126.9,6.3169249971713155
United States of America,2022,368111.0,,2.44,134.2112062,,12970.6056,6.729,129.0,7.0008310582930235
United States of America,2023,1078056.0,,2.448,139.7357936,,12951.1782,7.0809,129.2,7.658321833608668
United States of America,2024,1625960.0,,2.622,143.857336,,13303.1482,7.1957,129.5,7.993468978032433
Viet Nam,1995,62640.0,,,40.16572038,,612.680278,,52.8,
Viet Nam,1996,377555.0,,,42.44512501,,713.337388,,58.3,
Viet Nam,1997,405389.0,,,43.80741236,,786.743549,,60.8,
Viet Nam,1998,420743.0,,,46.9905457,,835.095349,,59.9,
Viet Nam,1999,484102.0,,,48.92519457,,881.146614,,58.6,
Viet Nam,2000,626476.0,,,48.08840873,,969.199514,0.0005843129643027,58.9,0.00047705739649619923
Viet Nam,2001,672846.0,,,47.88088584,,1065.40598,0.0005620989008472,59.7,0.000450817308245465
Viet Nam,2002,724385.0,,,49.7151204,,1163.55958,0.0005417127523806,59.0,0.0004564629611324901
Viet Nam,2003,693423.0,,,51.32322964,,1306.97245,0.0005336829380831,60.1,0.00045574595650896575
Viet Nam,2004,778431.0,,,55.30331914,,1530.92726,0.0005256446081544,63.5,0.00045779356722807924
Viet Nam,2005,717400.0,,,59.88496268,,1777.64497,0.0005166557193342,64.8,0.0004774677233138445
Viet Nam,2006,516300.0,,,64.32723948,,2129.25697,0.0004984478797067,65.5,0.0004895232996365058
Viet Nam,2007,574600.0,,,69.6949931,,2734.7271,0.0004722596068021,69.5,0.0004735846048558428
Viet Nam,2008,643300.0,,1.775,85.80530323,,3523.44302,0.0004261804352159,75.1,0.0004869313112435909
Viet Nam,2009,518900.0,,1.664,91.56883061,,3898.24459,0.0004002734629482,74.5,0.0004919808446494207
Viet Nam,2010,905400.0,,1.691,100.0,,4629.24552,0.0003637044166705,100.0,0.0003637044166705
Viet Nam,2011,1416800.0,,1.67,118.6777323,,5703.76028,0.0003151184192883,105.4,0.00035481536439370046
Viet Nam,2012,1428693.0,,1.641,129.47112,,6405.05742,0.0003029239485308,108.2,0.00036247599714514815
Viet Nam,2013,1907794.0,,1.772,138.0067299,,7147.03519,0.0002936835442066,110.9,0.00036546713761402127
Viet Nam,2014,1947236.0,,1.792,143.6436899,,7781.06597,0.0002913750709286,112.9,0.0003707191349252287
Viet Nam,2015,1780918.0,,1.848,144.5503702,,8175.33285,0.0002895578041179,114.4,0.00036587139667431404
Viet Nam,2016,2696848.0,,1.906,148.4073328,,8254.86859,0.0003027125483815,116.4,0.0003859515628040324
Viet Nam,2017,4008253.0,,1.919,153.6316522,,8979.67653,0.0003020506849024,118.1,0.0003929258744258874
Viet Nam,2018,4966468.0,,1.905,159.0696412,,10085.6638,0.0002924071046652,120.3,0.00038664250393536336
Viet Nam,2019,5806425.0,,1.877,163.5169479,,10342.901,0.0002996975085511,123.2,0.00039777290496355533
Viet Nam,2020,959238.0,,1.92,168.7837215,,10627.4638,0.0002974875226827,126.0,0.0003985004061762046
Viet Nam,2021,57700.0,,1.835,171.8804227,,12887.4357,0.0002785345663298,126.9,0.0003772627186550607
Viet Nam,2022,124896.0,,1.786,177.3058411,,12970.6056,0.0002891555392741,129.0,0.00039743384573425107
Viet Nam,2023,1743204.0,,1.745,183.0734101,,12951.1782,0.0002976754105578,129.2,0.00042179916806295655
Viet Nam,2024,3738126.0,,1.802,189.702668,,13303.1482,0.0002977750464298,129.5,0.0004362063380043006
