Country,Year,arrivals_from_china,visa_free,peace_index,cpi,cpi_index,perception_score,gdp_china,exchange_rate
Viet Nam,2012,1428693.0,,1.641,9.094703396,129.47112,,6405.05742,0.0003029239485308
Viet Nam,2013,1907794.0,,1.772,6.592674759,138.0067299,,7147.03519,0.0002936835442066
Viet Nam,2014,1947236.0,,1.792,4.084554466,143.6436899,,7781.06597,0.0002913750709286
Viet Nam,2015,1780918.0,,1.848,0.6312009052,144.5503702,,8175.33285,0.0002895578041179
Viet Nam,2016,2696848.0,,1.906,2.66824817,148.4073328,,8254.86859,0.0003027125483815
Viet Nam,2017,4008253.0,,1.919,3.520256888,153.6316522,,8979.67653,0.0003020506849024
Viet Nam,2018,4966468.0,,1.905,3.539628059,159.0696412,,10085.6638,0.0002924071046652
Viet Nam,2019,5806425.0,,1.877,2.795823675,163.5169479,,10342.901,0.0002996975085511
Viet Nam,2020,959238.0,,1.92,3.220934367,168.7837215,,10627.4638,0.0002974875226827
Viet Nam,2021,57700.0,,1.835,1.834715548,171.8804227,,12887.4357,0.0002785345663298
Viet Nam,2022,124896.0,,1.786,3.1565075,177.3058411,,12970.6056,0.0002891555392741
Viet Nam,2023,1743204.0,,1.745,3.252892827,183.0734101,,12951.1782,0.0002976754105578
Viet Nam,2024,3738126.0,,1.802,3.621092739,189.702668,,13303.1482,0.0002977750464298
